			Calibration results:

	 zeroX 	 zeroY 	 XMaxWeight 	 XMinWeight 	 YMaxWeight 	 YMinWeight
	 0.00 	 0.00 	 12.00 	 -12.00 	 8.00 	 -8.00 


	 centerAx 	 centerAy 	 centerBx 	 centerBy 	 centerCx 	 centerCy 	 centerDx 	 centerDy 	 centerEx 	 centerEy 	 centerFx 	 centerFy
	 -6.00 	 5.00 	 9.00 	 5.00 	 -9.00 	 0.00 	 5.00 	 0.00 	 -3.00 	 -5.00 	 7.00 	 -5.00 


	 trialNum 	 time 	 targetlNum 	 targetTime 	 Weightshift success 	 button success 	 random or set sequence 	 X coord of target 	 Y coord of target 	 COPtotalpath 	 ScorePerTarget 	 ScorePerTrial 	 CumulativeScore 

	 1 	 44.23 	 5 	 10.00 	 1 	 0 	 1 	 3.90 	 -7.22 	 188.31 	 0 	 0 	 0 
	 1 	 59.89 	 3 	 10.00 	 1 	 0 	 1 	 -9.30 	 0.38 	 143.86 	 0 	 0 	 0 
	 1 	 75.78 	 4 	 10.00 	 1 	 0 	 1 	 9.54 	 7.25 	 181.07 	 0 	 0 	 0 
	 1 	 90.31 	 5 	 10.00 	 1 	 1 	 1 	 2.05 	 -6.04 	 160.07 	 0 	 0 	 0 
	 1 	 104.08 	 3 	 10.00 	 1 	 0 	 1 	 -4.74 	 8.86 	 129.46 	 0 	 0 	 0 
	 2 	 110.78 	 4 	 3.12 	 1 	 1 	 0 	 8.63 	 6.82 	 28.72 	 7 	 7 	 7 
	 2 	 126.33 	 1 	 10.00 	 0 	 0 	 0 	 -11.06 	 -4.49 	 149.81 	 0 	 7 	 7 
	 2 	 141.14 	 3 	 10.00 	 0 	 0 	 0 	 9.12 	 4.89 	 167.03 	 0 	 7 	 7 
	 2 	 155.67 	 5 	 10.00 	 1 	 1 	 0 	 4.09 	 6.54 	 172.97 	 0 	 7 	 7 
	 2 	 170.23 	 2 	 10.00 	 1 	 0 	 0 	 -2.28 	 -2.72 	 143.10 	 0 	 7 	 7 
	 3 	 185.50 	 3 	 10.00 	 0 	 0 	 1 	 13.91 	 4.34 	 148.89 	 0 	 0 	 7 
	 3 	 200.47 	 4 	 10.00 	 0 	 1 	 1 	 -9.00 	 -0.25 	 152.54 	 0 	 0 	 7 
	 3 	 215.67 	 6 	 10.00 	 0 	 0 	 1 	 -4.98 	 -0.44 	 145.46 	 0 	 0 	 7 
	 3 	 230.50 	 4 	 10.00 	 1 	 1 	 1 	 11.49 	 -0.74 	 186.75 	 0 	 0 	 7 
	 3 	 244.92 	 6 	 10.00 	 0 	 0 	 1 	 -15.29 	 2.28 	 150.79 	 0 	 0 	 7 
	 4 	 259.48 	 4 	 10.00 	 0 	 1 	 0 	 9.80 	 -2.51 	 171.51 	 0 	 0 	 7 
	 4 	 273.03 	 1 	 10.00 	 1 	 0 	 0 	 -7.33 	 -7.39 	 169.42 	 0 	 0 	 7 
	 4 	 283.64 	 3 	 10.00 	 1 	 1 	 0 	 0.34 	 1.41 	 164.64 	 0 	 0 	 7 
	 4 	 294.48 	 5 	 10.00 	 1 	 0 	 0 	 5.81 	 7.56 	 147.44 	 0 	 0 	 7 
	 4 	 305.08 	 2 	 10.00 	 1 	 0 	 0 	 -3.10 	 -7.70 	 116.33 	 0 	 0 	 7 
	 5 	 308.77 	 4 	 2.52 	 1 	 1 	 1 	 7.38 	 4.54 	 22.81 	 8 	 8 	 15 
	 5 	 320.50 	 2 	 10.00 	 0 	 0 	 1 	 2.08 	 3.24 	 132.75 	 0 	 8 	 15 
	 5 	 331.14 	 1 	 10.00 	 1 	 0 	 1 	 -1.84 	 -8.06 	 180.94 	 0 	 8 	 15 
	 5 	 341.78 	 2 	 10.00 	 1 	 0 	 1 	 -16.31 	 -1.68 	 163.12 	 0 	 8 	 15 
	 5 	 352.47 	 6 	 10.00 	 1 	 0 	 1 	 1.98 	 -4.19 	 140.70 	 0 	 8 	 15 
