			Calibration results:

	 zeroX 	 zeroY 	 XMaxWeight 	 XMinWeight 	 YMaxWeight 	 YMinWeight
	 0.00 	 0.00 	 12.00 	 -12.00 	 8.00 	 -8.00 


	 centerAx 	 centerAy 	 centerBx 	 centerBy 	 centerCx 	 centerCy 	 centerDx 	 centerDy 	 centerEx 	 centerEy 	 centerFx 	 centerFy
	 -6.00 	 5.00 	 9.00 	 5.00 	 -9.00 	 0.00 	 5.00 	 0.00 	 -3.00 	 -5.00 	 7.00 	 -5.00 


	 trialNum 	 time 	 targetlNum 	 targetTime 	 Weightshift success 	 button success 	 random or set sequence 	 X coord of target 	 Y coord of target 	 COPtotalpath 	 ScorePerTarget 	 ScorePerTrial 	 CumulativeScore 

	 1 	 56.77 	 4 	 10.00 	 0 	 0 	 0 	 -2.80 	 4.37 	 124.86 	 0 	 0 	 0 
	 1 	 68.19 	 1 	 5.95 	 1 	 1 	 0 	 -5.06 	 -4.83 	 66.18 	 5 	 5 	 5 
	 1 	 76.50 	 3 	 4.41 	 1 	 1 	 0 	 -4.66 	 4.83 	 48.07 	 6 	 11 	 11 
	 1 	 83.31 	 5 	 3.56 	 1 	 1 	 0 	 6.36 	 -0.91 	 47.21 	 7 	 18 	 18 
	 1 	 94.22 	 2 	 4.52 	 1 	 1 	 0 	 -8.88 	 0.31 	 44.21 	 6 	 24 	 24 
	 2 	 111.75 	 1 	 10.00 	 1 	 0 	 1 	 -4.56 	 -5.63 	 148.35 	 0 	 0 	 24 
	 2 	 118.22 	 6 	 3.23 	 1 	 1 	 1 	 6.55 	 -3.82 	 30.68 	 7 	 7 	 31 
	 2 	 135.06 	 3 	 10.00 	 1 	 1 	 1 	 -2.82 	 1.12 	 107.80 	 0 	 7 	 31 
	 2 	 151.25 	 2 	 10.00 	 1 	 0 	 1 	 -9.11 	 -0.62 	 99.37 	 0 	 7 	 31 
	 2 	 156.66 	 3 	 2.62 	 1 	 1 	 1 	 -5.18 	 4.59 	 19.89 	 8 	 15 	 39 
	 3 	 174.09 	 4 	 10.00 	 1 	 0 	 0 	 1.94 	 2.95 	 94.25 	 0 	 0 	 39 
	 3 	 181.25 	 1 	 3.93 	 1 	 1 	 0 	 -3.36 	 -6.27 	 48.12 	 7 	 7 	 46 
	 3 	 187.80 	 3 	 2.79 	 1 	 1 	 0 	 -5.07 	 5.61 	 25.78 	 8 	 15 	 54 
	 3 	 198.52 	 5 	 5.40 	 1 	 1 	 0 	 4.88 	 1.51 	 64.62 	 5 	 20 	 59 
	 3 	 216.30 	 2 	 10.00 	 1 	 0 	 0 	 -10.05 	 0.16 	 84.94 	 0 	 20 	 59 
	 4 	 226.69 	 4 	 5.61 	 1 	 1 	 0 	 8.28 	 3.83 	 67.94 	 5 	 5 	 64 
	 4 	 241.75 	 1 	 10.00 	 1 	 1 	 0 	 -5.72 	 -5.26 	 112.13 	 0 	 5 	 64 
	 4 	 245.89 	 3 	 2.52 	 1 	 1 	 0 	 -5.20 	 5.30 	 30.39 	 8 	 13 	 72 
	 4 	 261.03 	 5 	 8.37 	 1 	 1 	 0 	 4.66 	 -1.05 	 82.60 	 2 	 15 	 74 
