			Calibration results:

	 zeroX 	 zeroY 	 XMaxWeight 	 XMinWeight 	 YMaxWeight 	 YMinWeight
	 0.00 	 0.00 	 12.00 	 -12.00 	 8.00 	 -8.00 


	 centerAx 	 centerAy 	 centerBx 	 centerBy 	 centerCx 	 centerCy 	 centerDx 	 centerDy 	 centerEx 	 centerEy 	 centerFx 	 centerFy
	 -6.00 	 5.00 	 9.00 	 5.00 	 -9.00 	 0.00 	 5.00 	 0.00 	 -3.00 	 -5.00 	 7.00 	 -5.00 


	 trialNum 	 time 	 targetlNum 	 targetTime 	 Weightshift success 	 button success 	 random or set sequence 	 X coord of target 	 Y coord of target 	 COPtotalpath 	 ScorePerTarget 	 ScorePerTrial 	 CumulativeScore 

	 1 	 41.36 	 4 	 5.36 	 1 	 1 	 0 	 8.83 	 4.46 	 76.54 	 5 	 5 	 5 
	 1 	 57.03 	 1 	 10.00 	 1 	 0 	 0 	 1.26 	 -8.61 	 119.98 	 0 	 5 	 5 
	 1 	 71.67 	 3 	 10.00 	 1 	 0 	 0 	 -9.34 	 5.12 	 111.43 	 0 	 5 	 5 
	 1 	 86.41 	 5 	 10.00 	 1 	 0 	 0 	 4.78 	 0.81 	 168.30 	 0 	 5 	 5 
	 1 	 94.39 	 2 	 4.34 	 1 	 1 	 0 	 -9.49 	 0.96 	 63.54 	 6 	 11 	 11 
	 2 	 101.69 	 4 	 2.95 	 1 	 1 	 0 	 8.75 	 5.42 	 40.22 	 8 	 8 	 19 
	 2 	 117.77 	 1 	 10.00 	 0 	 0 	 0 	 -15.34 	 -0.45 	 179.28 	 0 	 8 	 19 
	 2 	 129.67 	 3 	 6.56 	 1 	 1 	 0 	 -6.06 	 5.84 	 65.38 	 4 	 12 	 23 
	 2 	 136.63 	 5 	 3.18 	 1 	 1 	 0 	 6.74 	 0.95 	 43.09 	 7 	 19 	 30 
	 2 	 145.63 	 2 	 4.29 	 1 	 1 	 0 	 -8.71 	 -0.01 	 48.65 	 6 	 25 	 36 
	 3 	 154.14 	 4 	 3.39 	 1 	 1 	 0 	 8.18 	 4.96 	 33.66 	 7 	 7 	 43 
	 3 	 169.72 	 1 	 10.00 	 1 	 0 	 0 	 -0.64 	 -8.09 	 177.67 	 0 	 7 	 43 
	 3 	 175.11 	 3 	 2.64 	 1 	 1 	 0 	 -4.02 	 5.11 	 28.12 	 8 	 15 	 51 
	 3 	 188.98 	 5 	 6.56 	 1 	 1 	 0 	 5.11 	 1.59 	 63.53 	 4 	 19 	 55 
	 3 	 198.20 	 2 	 4.74 	 1 	 1 	 0 	 -8.27 	 0.96 	 64.24 	 6 	 25 	 61 
	 4 	 209.72 	 5 	 4.99 	 1 	 1 	 1 	 5.06 	 -1.03 	 48.56 	 6 	 6 	 67 
	 4 	 225.00 	 1 	 10.00 	 1 	 0 	 1 	 -6.21 	 -8.03 	 160.26 	 0 	 6 	 67 
	 4 	 230.84 	 4 	 3.17 	 1 	 1 	 1 	 10.60 	 5.80 	 46.95 	 7 	 13 	 74 
	 4 	 246.28 	 6 	 10.00 	 1 	 0 	 1 	 1.43 	 -7.75 	 191.65 	 0 	 13 	 74 
	 4 	 260.56 	 4 	 10.00 	 0 	 0 	 1 	 -0.24 	 -7.33 	 142.04 	 0 	 13 	 74 
	 5 	 273.84 	 5 	 6.60 	 1 	 1 	 1 	 3.43 	 1.73 	 123.98 	 4 	 4 	 78 
	 5 	 289.30 	 1 	 10.00 	 0 	 0 	 1 	 -1.49 	 9.79 	 186.67 	 0 	 4 	 78 
	 5 	 298.91 	 5 	 5.29 	 1 	 1 	 1 	 6.64 	 0.52 	 82.48 	 5 	 9 	 83 
	 5 	 314.31 	 6 	 10.00 	 1 	 0 	 1 	 5.42 	 -0.98 	 176.24 	 0 	 9 	 83 
	 5 	 326.70 	 2 	 10.00 	 1 	 0 	 1 	 -4.39 	 0.59 	 193.86 	 0 	 9 	 83 
	 6 	 334.64 	 5 	 6.56 	 1 	 1 	 1 	 5.66 	 0.79 	 94.58 	 4 	 4 	 87 
	 6 	 346.41 	 6 	 9.77 	 1 	 1 	 1 	 6.79 	 -4.49 	 135.33 	 1 	 5 	 88 
	 6 	 358.22 	 1 	 10.00 	 0 	 0 	 1 	 -5.91 	 6.20 	 143.14 	 0 	 5 	 88 
	 6 	 368.94 	 6 	 10.00 	 1 	 0 	 1 	 2.25 	 -6.39 	 192.34 	 0 	 5 	 88 
	 6 	 379.59 	 4 	 10.00 	 1 	 0 	 1 	 6.39 	 -0.94 	 116.13 	 0 	 5 	 88 
	 7 	 386.39 	 4 	 4.98 	 1 	 1 	 0 	 9.11 	 6.28 	 48.35 	 6 	 6 	 94 
	 7 	 398.25 	 1 	 10.00 	 1 	 0 	 0 	 -2.21 	 -5.53 	 148.59 	 0 	 6 	 94 
	 7 	 402.47 	 3 	 3.43 	 1 	 1 	 0 	 -4.89 	 7.69 	 25.32 	 7 	 13 	 101 
	 7 	 414.28 	 5 	 9.55 	 1 	 1 	 0 	 6.62 	 -0.49 	 86.64 	 1 	 14 	 102 
	 7 	 420.28 	 2 	 3.97 	 1 	 1 	 0 	 -9.56 	 1.22 	 46.06 	 7 	 21 	 109 
	 8 	 426.11 	 5 	 3.60 	 1 	 1 	 1 	 5.85 	 0.56 	 40.56 	 7 	 7 	 116 
	 8 	 437.83 	 1 	 10.00 	 0 	 0 	 1 	 -6.05 	 6.74 	 164.36 	 0 	 7 	 116 
	 8 	 448.61 	 6 	 10.00 	 1 	 0 	 1 	 4.84 	 -6.40 	 187.12 	 0 	 7 	 116 
	 8 	 459.33 	 2 	 10.00 	 1 	 0 	 1 	 -6.50 	 1.01 	 140.10 	 0 	 7 	 116 
	 8 	 469.94 	 1 	 10.00 	 1 	 0 	 1 	 -2.05 	 -0.55 	 214.58 	 0 	 7 	 116 
	 9 	 480.97 	 2 	 10.00 	 1 	 0 	 1 	 -17.06 	 -3.42 	 186.32 	 0 	 0 	 116 
	 9 	 491.70 	 1 	 10.00 	 1 	 0 	 1 	 -8.46 	 -3.76 	 161.23 	 0 	 0 	 116 
	 9 	 499.98 	 5 	 7.26 	 1 	 1 	 1 	 3.63 	 -1.54 	 161.83 	 3 	 3 	 119 
	 9 	 510.95 	 3 	 8.61 	 1 	 1 	 1 	 -3.49 	 3.07 	 91.23 	 2 	 5 	 121 
	 9 	 522.89 	 5 	 10.00 	 1 	 0 	 1 	 6.31 	 1.13 	 145.17 	 0 	 5 	 121 
	 10 	 534.30 	 1 	 10.00 	 1 	 0 	 1 	 -4.33 	 0.13 	 208.29 	 0 	 0 	 121 
	 10 	 544.89 	 3 	 10.00 	 1 	 0 	 1 	 -2.30 	 0.93 	 148.50 	 0 	 0 	 121 
	 10 	 555.84 	 1 	 10.00 	 1 	 0 	 1 	 -3.96 	 -7.78 	 223.37 	 0 	 0 	 121 
	 10 	 559.70 	 4 	 3.13 	 1 	 1 	 1 	 8.29 	 5.35 	 37.69 	 7 	 7 	 128 
	 10 	 568.50 	 2 	 6.86 	 1 	 1 	 1 	 -10.66 	 -2.00 	 84.28 	 4 	 11 	 132 
