			Calibration results:

	 zeroX 	 zeroY 	 XMaxWeight 	 XMinWeight 	 YMaxWeight 	 YMinWeight
	 0.00 	 0.00 	 12.00 	 -12.00 	 8.00 	 -8.00 


	 centerAx 	 centerAy 	 centerBx 	 centerBy 	 centerCx 	 centerCy 	 centerDx 	 centerDy 	 centerEx 	 centerEy 	 centerFx 	 centerFy
	 -6.00 	 5.50 	 9.50 	 5.50 	 -9.50 	 0.00 	 4.50 	 0.00 	 -2.50 	 -5.50 	 7.50 	 -5.50 


	 trialNum 	 time 	 targetlNum 	 targetTime 	 Weightshift success 	 button success 	 random or set sequence 	 X coord of target 	 Y coord of target 	 COPtotalpath 	 ScorePerTarget 	 ScorePerTrial 	 CumulativeScore 

	 1 	 58.08 	 1 	 10.00 	 1 	 0 	 1 	 -8.17 	 1.54 	 77.13 	 0 	 0 	 0 
	 1 	 72.17 	 3 	 9.01 	 1 	 1 	 1 	 -5.97 	 3.62 	 89.43 	 2 	 2 	 2 
	 1 	 87.72 	 5 	 10.00 	 1 	 0 	 1 	 12.47 	 1.20 	 80.58 	 0 	 2 	 2 
	 1 	 102.23 	 6 	 10.00 	 0 	 0 	 1 	 9.72 	 6.39 	 92.12 	 0 	 2 	 2 
	 1 	 117.08 	 5 	 10.00 	 1 	 0 	 1 	 11.43 	 4.42 	 62.64 	 0 	 2 	 2 
	 2 	 132.56 	 4 	 10.00 	 1 	 0 	 1 	 9.42 	 -0.81 	 62.23 	 0 	 0 	 2 
	 2 	 146.84 	 3 	 10.00 	 1 	 0 	 1 	 -9.40 	 5.36 	 100.95 	 0 	 0 	 2 
	 2 	 163.45 	 6 	 10.00 	 1 	 1 	 1 	 10.38 	 -5.36 	 75.35 	 0 	 0 	 2 
	 2 	 175.95 	 2 	 7.86 	 1 	 1 	 1 	 -7.53 	 2.51 	 44.67 	 4 	 4 	 6 
	 2 	 189.88 	 1 	 10.00 	 0 	 0 	 1 	 -12.52 	 3.45 	 46.87 	 0 	 4 	 6 
	 3 	 201.34 	 4 	 6.91 	 1 	 1 	 0 	 11.11 	 3.71 	 37.00 	 5 	 5 	 11 
	 3 	 216.83 	 1 	 10.00 	 0 	 0 	 0 	 -16.41 	 4.34 	 117.40 	 0 	 5 	 11 
	 3 	 231.88 	 3 	 10.00 	 1 	 0 	 0 	 -12.65 	 6.17 	 138.71 	 0 	 5 	 11 
	 3 	 246.69 	 5 	 10.00 	 1 	 0 	 0 	 0.47 	 3.85 	 112.32 	 0 	 5 	 11 
	 3 	 262.73 	 2 	 10.00 	 1 	 1 	 0 	 -10.96 	 4.61 	 112.58 	 0 	 5 	 11 
	 4 	 269.05 	 4 	 3.33 	 1 	 1 	 1 	 10.62 	 6.34 	 60.63 	 8 	 8 	 19 
	 4 	 284.72 	 6 	 10.00 	 1 	 0 	 1 	 9.76 	 0.52 	 115.97 	 0 	 8 	 19 
	 4 	 299.22 	 2 	 10.00 	 1 	 0 	 1 	 -13.93 	 5.29 	 152.87 	 0 	 8 	 19 
	 4 	 313.38 	 4 	 10.00 	 1 	 0 	 1 	 12.63 	 -0.81 	 95.65 	 0 	 8 	 19 
	 4 	 326.17 	 1 	 10.00 	 0 	 0 	 1 	 -9.43 	 4.60 	 107.04 	 0 	 8 	 19 
	 5 	 337.56 	 4 	 10.00 	 1 	 0 	 0 	 9.85 	 -0.28 	 136.30 	 0 	 0 	 19 
	 5 	 348.36 	 1 	 10.00 	 1 	 0 	 0 	 -3.04 	 1.31 	 94.98 	 0 	 0 	 19 
	 5 	 352.58 	 3 	 3.58 	 1 	 1 	 0 	 -7.34 	 4.13 	 20.64 	 8 	 8 	 27 
	 5 	 362.03 	 5 	 7.41 	 1 	 1 	 0 	 3.92 	 -0.71 	 68.08 	 4 	 12 	 31 
	 5 	 373.98 	 2 	 10.00 	 1 	 0 	 0 	 -13.45 	 5.10 	 120.20 	 0 	 12 	 31 
	 6 	 385.38 	 2 	 10.00 	 1 	 0 	 1 	 -7.27 	 3.09 	 126.81 	 0 	 0 	 31 
	 6 	 396.38 	 3 	 10.00 	 1 	 0 	 1 	 -9.36 	 4.61 	 198.64 	 0 	 0 	 31 
	 6 	 407.39 	 5 	 10.00 	 1 	 0 	 1 	 9.59 	 0.86 	 110.50 	 0 	 0 	 31 
	 6 	 418.17 	 4 	 10.00 	 1 	 0 	 1 	 3.08 	 1.85 	 85.11 	 0 	 0 	 31 
	 6 	 426.61 	 2 	 7.31 	 1 	 1 	 1 	 -9.22 	 1.84 	 58.77 	 4 	 4 	 35 
	 7 	 439.02 	 2 	 10.00 	 0 	 0 	 1 	 4.35 	 5.54 	 65.43 	 0 	 0 	 35 
	 7 	 450.05 	 3 	 10.00 	 1 	 0 	 1 	 -3.42 	 4.27 	 65.99 	 0 	 0 	 35 
	 7 	 461.20 	 1 	 10.00 	 1 	 0 	 1 	 -3.27 	 -3.71 	 58.29 	 0 	 0 	 35 
	 7 	 471.92 	 4 	 10.00 	 1 	 0 	 1 	 7.77 	 2.14 	 56.66 	 0 	 0 	 35 
	 7 	 482.53 	 1 	 10.00 	 1 	 0 	 1 	 2.50 	 2.31 	 116.55 	 0 	 0 	 35 
	 8 	 494.25 	 5 	 9.81 	 1 	 1 	 1 	 4.41 	 0.50 	 100.48 	 2 	 2 	 37 
	 8 	 506.28 	 2 	 10.00 	 1 	 0 	 1 	 -9.91 	 2.68 	 99.93 	 0 	 2 	 37 
	 8 	 513.34 	 5 	 6.16 	 1 	 1 	 1 	 5.92 	 -2.40 	 72.24 	 5 	 7 	 42 
	 8 	 525.22 	 3 	 10.00 	 1 	 0 	 1 	 -11.42 	 3.30 	 104.74 	 0 	 7 	 42 
	 8 	 536.09 	 5 	 10.00 	 0 	 0 	 1 	 14.63 	 0.99 	 92.54 	 0 	 7 	 42 
	 9 	 547.45 	 1 	 10.00 	 1 	 0 	 1 	 0.32 	 -2.59 	 198.00 	 0 	 0 	 42 
	 9 	 558.52 	 6 	 10.00 	 1 	 0 	 1 	 9.57 	 -6.14 	 128.19 	 0 	 0 	 42 
	 9 	 567.97 	 2 	 8.55 	 1 	 1 	 1 	 -10.54 	 2.60 	 107.11 	 3 	 3 	 45 
	 9 	 579.81 	 6 	 10.00 	 1 	 0 	 1 	 10.52 	 0.44 	 63.58 	 0 	 3 	 45 
	 9 	 588.14 	 5 	 7.11 	 1 	 1 	 1 	 5.06 	 1.17 	 53.47 	 4 	 7 	 49 
	 10 	 600.52 	 4 	 10.00 	 1 	 0 	 0 	 8.66 	 4.71 	 122.54 	 0 	 0 	 49 
	 10 	 611.42 	 1 	 10.00 	 0 	 0 	 0 	 -10.42 	 6.29 	 134.79 	 0 	 0 	 49 
	 10 	 620.86 	 3 	 8.40 	 1 	 1 	 0 	 -3.69 	 6.75 	 54.39 	 3 	 3 	 52 
	 10 	 633.27 	 5 	 10.00 	 1 	 0 	 0 	 4.46 	 1.56 	 116.43 	 0 	 3 	 52 
