			Calibration results:

	 zeroX 	 zeroY 	 XMaxWeight 	 XMinWeight 	 YMaxWeight 	 YMinWeight
	 0.00 	 0.00 	 12.00 	 -12.00 	 8.00 	 -8.00 


	 centerAx 	 centerAy 	 centerBx 	 centerBy 	 centerCx 	 centerCy 	 centerDx 	 centerDy 	 centerEx 	 centerEy 	 centerFx 	 centerFy
	 -6.00 	 5.50 	 9.50 	 5.50 	 -9.50 	 0.00 	 4.50 	 0.00 	 -2.50 	 -5.50 	 7.50 	 -5.50 


	 trialNum 	 time 	 targetlNum 	 targetTime 	 Weightshift success 	 button success 	 random or set sequence 	 X coord of target 	 Y coord of target 	 COPtotalpath 	 ScorePerTarget 	 ScorePerTrial 	 CumulativeScore 

	 1 	 45.91 	 4 	 10.00 	 1 	 0 	 0 	 9.37 	 4.76 	 89.37 	 0 	 0 	 0 
	 1 	 60.72 	 1 	 10.00 	 0 	 0 	 0 	 -11.63 	 -4.39 	 112.37 	 0 	 0 	 0 
	 1 	 72.73 	 3 	 6.81 	 1 	 1 	 0 	 -4.13 	 6.17 	 70.94 	 4 	 4 	 4 
	 1 	 88.13 	 5 	 10.00 	 1 	 0 	 0 	 11.60 	 1.30 	 100.82 	 0 	 4 	 4 
	 1 	 103.58 	 2 	 8.35 	 1 	 1 	 0 	 -11.57 	 -1.09 	 97.06 	 2 	 6 	 6 
	 2 	 122.36 	 2 	 10.00 	 1 	 0 	 1 	 -11.73 	 -1.05 	 76.44 	 0 	 0 	 6 
	 2 	 138.61 	 1 	 10.00 	 1 	 0 	 1 	 -9.94 	 -6.15 	 95.21 	 0 	 0 	 6 
	 2 	 153.59 	 3 	 10.00 	 1 	 0 	 1 	 -2.13 	 2.34 	 113.93 	 0 	 0 	 6 
	 2 	 160.22 	 6 	 3.43 	 1 	 1 	 1 	 7.37 	 -4.90 	 31.75 	 7 	 7 	 13 
	 2 	 177.45 	 1 	 10.00 	 1 	 0 	 1 	 -4.19 	 -4.17 	 101.85 	 0 	 7 	 13 
	 3 	 192.58 	 4 	 10.00 	 1 	 1 	 0 	 12.52 	 1.85 	 127.09 	 0 	 0 	 13 
	 3 	 206.67 	 1 	 10.00 	 1 	 0 	 0 	 -1.98 	 -0.11 	 138.95 	 0 	 0 	 13 
	 3 	 222.11 	 3 	 10.00 	 1 	 0 	 0 	 -6.13 	 2.56 	 103.54 	 0 	 0 	 13 
	 3 	 236.94 	 5 	 10.00 	 0 	 0 	 0 	 13.42 	 0.38 	 115.98 	 0 	 0 	 13 
	 3 	 252.27 	 2 	 10.00 	 1 	 1 	 0 	 -13.13 	 -1.60 	 119.74 	 0 	 0 	 13 
	 4 	 267.67 	 4 	 10.00 	 0 	 1 	 0 	 -5.72 	 -0.90 	 125.37 	 0 	 0 	 13 
	 4 	 283.72 	 1 	 10.00 	 0 	 1 	 0 	 -12.19 	 -5.98 	 123.09 	 0 	 0 	 13 
	 4 	 299.22 	 3 	 10.00 	 1 	 0 	 0 	 -11.92 	 -0.68 	 119.19 	 0 	 0 	 13 
	 4 	 311.06 	 5 	 10.00 	 0 	 0 	 0 	 14.41 	 3.22 	 160.76 	 0 	 0 	 13 
	 4 	 322.14 	 2 	 10.00 	 1 	 0 	 0 	 -11.94 	 -5.30 	 123.75 	 0 	 0 	 13 
	 5 	 325.73 	 2 	 1.85 	 1 	 1 	 1 	 -10.61 	 -0.45 	 13.84 	 9 	 9 	 22 
	 5 	 337.44 	 4 	 10.00 	 1 	 0 	 1 	 2.23 	 3.30 	 160.05 	 0 	 9 	 22 
	 5 	 348.08 	 3 	 10.00 	 0 	 0 	 1 	 -11.31 	 -5.40 	 149.03 	 0 	 9 	 22 
	 5 	 358.81 	 2 	 10.00 	 1 	 1 	 1 	 -5.52 	 -1.80 	 132.90 	 0 	 9 	 22 
	 5 	 369.28 	 4 	 10.00 	 0 	 0 	 1 	 -4.92 	 -1.58 	 137.62 	 0 	 9 	 22 
